userid,courseid,num_video_views,num_quiz_attempts,num_assignments_submitted,num_grade_views,num_total_events,first_time,last_time,duration_days
7376,3000,5,0,4,1,20,2022-10-24 08:10:22,2022-12-10 19:33:42,48
7376,3002,0,0,0,2,7,2022-12-04 21:54:01,2022-12-05 18:58:41,1
7376,3003,0,0,0,1,6,2022-12-04 21:53:52,2022-12-05 18:58:37,1
7388,0,0,0,0,0,15,2022-11-30 20:04:00,2023-01-06 14:20:24,37
7388,1,0,0,0,3,3,2022-11-30 20:04:18,2023-01-06 14:19:40,37
7400,0,0,0,0,0,40,2022-11-09 20:38:12,2023-01-04 17:54:09,56
7400,1519,3,0,0,0,9,2022-11-09 20:39:08,2023-01-01 12:00:39,53
7400,2187,2,0,0,0,5,2022-11-09 20:38:18,2022-12-14 10:44:42,35
7400,2188,2,76,2,0,86,2022-11-09 20:39:08,2022-12-20 06:29:20,41
7400,2190,0,0,0,0,1,2022-11-09 20:39:06,2022-11-09 20:39:06,1
7400,2191,0,0,0,0,3,2022-11-09 20:39:05,2022-12-20 06:29:26,41
7400,2192,9,0,18,0,37,2022-11-09 20:39:04,2023-01-04 17:54:15,56
7400,2605,0,0,0,0,2,2022-11-09 20:38:17,2022-12-13 11:08:02,34
7400,2932,0,0,18,0,26,2022-11-09 20:39:06,2022-11-14 13:36:55,5
7400,3088,0,0,0,0,1,2022-12-20 06:29:33,2022-12-20 06:29:33,1
7402,0,0,0,0,0,10,2022-09-30 12:00:04,2022-09-30 12:03:37,1
7402,1,0,0,0,0,1,2022-09-30 12:00:50,2022-09-30 12:00:50,1
7417,0,0,0,0,0,24,2022-09-29 09:10:15,2023-01-06 11:46:01,100
7417,1,0,0,0,0,2,2022-09-29 09:11:24,2022-10-03 08:23:20,4
7417,679,4,0,0,0,21,2022-09-29 09:11:18,2023-01-06 12:02:17,100
7417,824,0,0,2,0,11,2022-09-29 09:10:57,2023-01-05 10:53:44,99
7417,946,3,0,0,0,18,2022-09-29 09:11:34,2022-11-26 11:44:46,59
7417,953,0,0,0,0,1,2022-11-09 10:35:18,2022-11-09 10:35:18,1
7417,2307,0,0,2,0,6,2022-09-29 09:10:51,2022-11-26 11:45:04,59
7438,0,0,0,0,0,91,2022-10-03 09:30:21,2023-01-22 17:16:35,112
7438,1,0,0,0,15,17,2022-10-03 09:30:52,2023-01-22 17:16:39,112
7438,1519,0,0,0,0,12,2022-10-03 09:46:05,2023-01-16 08:14:36,105
7438,2464,29,0,0,0,49,2022-10-03 09:41:01,2023-01-16 08:14:33,105
7438,2497,0,0,0,0,16,2022-10-03 09:40:58,2023-01-16 08:14:30,105
7438,2499,7,0,2,1,34,2022-10-03 09:40:47,2023-01-16 08:14:26,105
7438,2721,3,0,0,0,26,2022-10-03 09:38:04,2023-01-16 08:14:24,105
7438,2722,20,0,14,0,84,2022-10-03 09:37:58,2023-01-16 08:14:20,105
7438,2724,0,0,10,0,43,2022-10-03 09:35:19,2023-01-16 08:14:18,105
7438,2725,1,0,0,0,33,2022-10-03 09:35:14,2023-01-16 08:14:16,105
7438,2726,0,0,0,0,31,2022-10-03 09:35:07,2023-01-16 08:14:13,105
7438,2727,5,0,46,2,123,2022-10-03 09:30:58,2023-01-16 08:14:10,105
7443,0,0,0,0,0,7,2022-09-03 18:00:55,2022-12-12 17:39:31,100
7443,2225,0,0,0,0,1,2022-10-20 10:55:15,2022-10-20 10:55:15,1
7469,0,0,0,0,0,2,2022-09-05 10:38:30,2022-09-05 10:38:30,1
7489,0,0,0,0,0,36,2022-11-16 11:45:30,2022-12-07 19:59:17,22
7489,1,0,0,0,3,4,2022-11-21 15:14:53,2022-11-21 15:46:12,1
7489,967,1,0,16,1,30,2022-11-16 11:47:06,2022-12-01 16:31:07,16
7511,0,0,0,0,0,128,2022-09-08 09:37:10,2023-01-24 17:08:42,139
7511,1,0,0,0,11,15,2022-11-09 19:16:32,2023-01-24 15:33:30,76
7511,842,4,0,0,0,16,2022-09-08 09:37:22,2023-01-24 17:04:11,139
7511,847,1,0,0,0,10,2022-09-28 14:53:24,2023-01-24 17:02:44,119
7511,933,3,0,0,0,13,2022-09-08 13:46:49,2023-01-09 10:37:12,123
7511,1028,1,0,0,0,16,2022-09-15 11:08:42,2023-01-24 17:04:57,132
7511,2361,10,0,0,0,18,2022-10-06 08:04:16,2023-01-24 17:08:04,111
7511,2369,12,0,0,0,30,2022-10-06 07:57:46,2023-01-24 17:02:38,111
7511,2733,1,0,0,0,10,2022-09-15 06:58:08,2023-01-24 17:05:27,132
7511,2734,14,21,51,0,146,2022-10-06 08:02:19,2023-01-24 15:33:19,111
7511,2736,12,0,0,0,20,2022-10-06 08:03:12,2023-01-24 17:06:33,111
7537,0,0,0,0,0,20,2022-09-20 03:23:17,2023-01-22 12:42:04,125
7537,1,0,0,0,5,5,2022-11-16 14:45:23,2023-01-22 12:42:07,67
7537,1875,0,0,0,0,4,2022-09-20 03:25:03,2022-11-27 19:43:53,69
7537,1880,0,0,0,0,3,2022-09-20 03:24:55,2022-11-27 19:43:43,69
7537,1881,0,0,0,0,1,2022-11-27 19:43:42,2022-11-27 19:43:42,1
7537,1882,1,0,0,0,7,2022-09-20 03:24:51,2022-11-27 19:43:40,69
7537,1883,4,0,0,0,16,2022-09-20 03:23:42,2022-11-27 19:43:56,69
7577,0,0,0,0,0,16,2022-11-14 15:20:21,2022-12-20 08:40:57,36
7577,1519,0,0,0,0,2,2022-12-12 21:55:00,2022-12-15 07:19:26,3
7577,2187,1,0,0,0,4,2022-12-12 21:55:30,2022-12-14 15:29:18,2
7577,2188,7,72,2,0,93,2022-12-12 19:52:02,2022-12-14 16:28:20,2
7577,2190,0,0,0,0,4,2022-11-14 15:26:37,2022-12-15 07:19:37,31
7577,2191,0,0,0,0,7,2022-11-14 15:26:54,2022-12-15 07:19:42,31
7577,2192,0,0,22,0,36,2022-11-14 15:27:02,2022-12-20 08:43:15,36
7577,2932,0,0,10,0,17,2022-11-14 15:21:31,2022-12-12 19:51:59,29
7584,0,0,0,0,0,4,2022-09-18 09:46:19,2023-01-12 09:36:28,116
7584,1,0,0,0,0,1,2023-01-12 09:38:25,2023-01-12 09:38:25,1
7584,995,0,0,0,1,2,2023-01-12 09:37:13,2023-01-12 09:38:23,1
7584,1883,2,0,0,0,4,2022-09-18 09:46:26,2023-01-12 09:37:07,116
7587,0,0,0,0,0,19,2022-09-01 14:09:39,2022-12-05 11:38:44,95
7587,967,2,0,0,2,12,2022-11-08 08:52:49,2022-12-05 11:37:17,28
7596,0,0,0,0,0,101,2022-10-12 13:42:16,2023-01-22 17:40:31,103
7596,1,0,0,0,25,25,2022-11-27 06:13:17,2023-01-22 17:42:34,57
7596,1349,1,0,10,0,25,2022-12-01 15:32:11,2023-01-22 17:42:30,53
7596,2033,0,0,0,0,9,2022-10-12 13:43:27,2023-01-22 17:42:22,103
7596,2034,12,0,0,0,25,2022-12-01 15:32:05,2023-01-22 17:42:35,53
7596,3128,20,24,17,2,162,2022-10-12 13:43:33,2023-01-22 17:40:37,103
7611,0,0,0,0,0,63,2022-09-02 09:36:17,2023-01-06 12:15:45,127
7611,963,0,0,0,0,7,2022-09-06 08:24:27,2022-12-21 21:09:03,107
7611,2285,0,0,0,0,8,2022-09-22 10:20:58,2023-01-01 14:27:45,102
7611,2307,10,0,6,0,36,2022-09-06 08:28:05,2022-12-21 21:09:24,107
7611,2308,13,0,0,0,25,2022-09-06 08:24:49,2023-01-01 18:02:41,118
7611,2783,0,0,0,0,6,2022-09-06 08:28:30,2022-12-29 03:49:35,114
7611,3017,23,0,4,1,149,2022-09-06 08:28:36,2023-01-06 12:16:32,123
7631,0,0,0,0,0,15,2022-10-12 20:38:38,2022-11-01 11:59:00,20
7631,1,0,0,0,0,2,2022-10-12 20:39:56,2022-10-12 20:40:44,1
7631,2860,0,0,0,0,1,2022-10-12 20:39:44,2022-10-12 20:39:44,1
7648,0,0,0,0,0,3,2022-09-06 08:49:23,2022-09-06 08:50:07,1
7648,1,0,0,0,0,1,2022-09-06 08:49:41,2022-09-06 08:49:41,1
7680,0,0,0,0,0,70,2022-09-12 08:51:11,2023-01-19 17:08:09,130
7680,1,0,0,0,5,5,2022-11-16 10:15:20,2023-01-19 17:08:15,65
7680,679,2,0,0,0,6,2022-09-12 08:51:21,2022-09-16 17:18:50,5
7680,815,2,0,0,0,4,2022-10-22 06:08:17,2022-10-23 06:59:13,2
7680,972,3,0,0,0,7,2022-11-15 16:43:50,2022-12-19 16:45:01,35
7680,2282,2,0,0,0,7,2022-09-28 09:04:41,2022-12-14 06:47:51,77
7680,2304,0,0,0,0,3,2022-09-12 08:53:08,2022-09-12 08:53:34,1
7680,2305,2,0,0,0,11,2022-11-15 16:40:56,2023-01-19 17:08:55,66
7680,2306,3,0,10,0,24,2022-10-27 15:04:30,2022-12-08 15:09:28,43
7680,2307,3,0,8,0,17,2022-09-29 09:04:36,2022-11-03 16:33:52,36
7680,2803,0,0,0,0,1,2022-09-28 09:05:54,2022-09-28 09:05:54,1
7680,3014,0,0,0,0,1,2022-09-28 09:05:51,2022-09-28 09:05:51,1
7680,3095,4,0,0,0,8,2022-10-12 14:53:58,2022-10-27 11:12:16,15
7689,0,0,0,0,0,10,2022-10-25 16:08:21,2022-11-23 06:50:13,29
7689,1,0,0,0,2,3,2022-10-25 16:08:52,2022-11-23 06:47:37,29
7689,511,0,0,0,0,2,2022-11-23 06:48:05,2022-11-23 06:50:06,1
7689,1434,0,0,0,0,4,2022-10-25 16:08:42,2022-11-23 06:46:46,29
7699,0,0,0,0,0,2,2022-10-16 18:37:44,2022-10-16 18:37:45,1
7699,967,0,0,0,0,1,2022-10-16 18:38:02,2022-10-16 18:38:02,1
7740,0,0,0,0,0,39,2022-09-14 07:53:48,2023-01-18 12:42:31,127
7740,1445,2,29,1,0,38,2022-09-28 19:06:06,2022-11-23 22:11:57,57
7740,2046,0,0,2,0,5,2022-09-20 10:26:07,2022-09-20 10:26:27,1
7740,2419,0,0,8,0,17,2023-01-10 19:09:10,2023-01-18 12:37:51,8
7740,2672,0,0,8,2,16,2022-11-23 22:13:42,2022-12-02 18:00:38,9
7740,2692,3,0,14,1,38,2022-09-20 10:17:01,2023-01-10 10:23:08,113
7750,0,0,0,0,0,43,2022-09-27 18:59:58,2023-01-11 14:56:07,106
7750,1,0,0,0,0,2,2022-09-27 20:13:22,2022-09-29 21:18:49,3
7750,1413,0,0,0,0,2,2022-09-27 20:13:06,2022-09-29 21:17:35,3
7750,1448,0,0,0,0,10,2022-09-27 20:13:00,2022-11-04 11:00:26,38
7750,1450,0,0,0,0,11,2022-09-27 20:12:48,2022-11-04 11:01:28,38
7750,1453,0,0,0,0,6,2022-09-27 20:12:41,2022-11-04 11:00:19,38
7750,2464,1,0,0,0,15,2022-09-27 19:00:35,2023-01-09 15:39:48,104
7750,2497,0,0,0,0,15,2022-09-27 20:12:26,2023-01-09 15:39:45,104
7750,2499,1,0,0,0,13,2022-09-27 20:12:19,2023-01-09 15:39:41,104
7750,2721,0,0,0,0,9,2022-09-27 20:12:15,2023-01-09 15:39:34,104
7750,2722,5,0,2,0,21,2022-09-27 19:01:38,2023-01-11 14:10:14,106
7750,2724,2,0,0,0,13,2022-09-27 20:12:04,2023-01-09 15:07:49,104
7750,2725,1,0,2,0,14,2022-09-27 20:12:01,2023-01-09 15:07:59,104
7750,2726,0,0,0,2,12,2022-09-27 20:11:58,2023-01-09 15:07:54,104
7750,2727,0,0,0,1,17,2022-09-27 20:11:52,2023-01-09 15:07:52,104
7759,0,0,0,0,0,39,2022-09-06 05:50:14,2023-01-05 18:35:19,122
7759,816,15,0,6,0,41,2022-09-06 05:50:35,2022-10-10 14:42:18,35
7759,1827,0,0,13,0,20,2022-09-14 17:42:42,2022-10-03 16:42:17,19
7759,2333,4,0,12,0,26,2022-09-18 09:27:20,2023-01-05 18:35:02,110
7766,0,0,0,0,0,70,2022-09-06 12:13:10,2023-01-17 15:22:27,134
7766,1816,0,0,0,0,3,2022-09-14 14:57:22,2022-09-14 14:57:44,1
7766,1822,0,0,0,0,4,2022-09-10 07:07:35,2023-01-10 08:31:29,123
7766,1823,2,0,0,0,5,2022-11-03 12:42:20,2022-11-03 12:45:50,1
7766,1827,0,0,2,0,4,2022-10-03 09:53:28,2022-10-03 09:53:46,1
7766,1828,2,0,11,0,22,2022-11-23 10:06:17,2023-01-04 15:58:28,43
7766,1830,30,0,0,0,61,2022-09-06 12:13:39,2022-12-19 15:46:59,105
7766,2331,11,0,19,0,52,2022-11-23 10:06:53,2023-01-17 15:22:34,56
7770,0,0,0,0,0,2,2022-11-20 15:55:54,2022-11-20 15:55:55,1
7770,2681,0,0,0,0,1,2022-11-20 15:56:16,2022-11-20 15:56:16,1
7793,0,0,0,0,0,377,2022-09-26 11:21:30,2023-01-24 23:08:54,121
7793,1,0,0,0,237,237,2022-09-27 19:24:55,2023-01-24 23:08:59,120
7793,1519,0,0,0,0,4,2022-09-26 11:22:45,2023-01-11 19:29:48,108
7793,2464,12,0,2,0,54,2022-09-26 11:22:21,2023-01-21 20:36:59,118
7793,2497,0,0,0,0,16,2022-09-26 12:24:39,2023-01-21 20:37:09,118
7793,2499,18,0,6,0,58,2022-09-26 12:24:45,2023-01-21 20:37:14,118
7793,2721,0,0,0,0,8,2022-09-26 19:14:07,2023-01-21 20:37:25,118
7793,2722,70,0,44,0,216,2022-09-26 11:22:56,2023-01-18 09:56:35,114
7793,2724,5,0,26,0,62,2022-09-26 11:23:23,2023-01-17 18:05:30,114
7793,2725,0,0,11,0,35,2022-09-26 11:23:03,2023-01-17 18:05:00,114
7793,2726,0,0,0,0,19,2022-09-26 11:23:07,2023-01-17 18:04:55,114
7793,2727,5,0,2,0,40,2022-09-26 11:23:13,2023-01-17 18:05:24,114
7793,2749,0,0,0,0,10,2023-01-19 17:39:29,2023-01-21 20:38:22,3
7802,0,0,0,0,0,8,2022-10-04 07:08:46,2023-01-18 19:34:39,107
7802,1875,0,0,0,0,1,2022-10-04 07:12:25,2022-10-04 07:12:25,1
7802,1880,3,0,0,0,6,2022-10-04 07:09:52,2022-10-04 07:12:18,1
7802,1882,1,0,0,0,2,2022-10-04 07:09:34,2022-10-04 07:09:40,1
7802,1883,4,0,0,0,9,2022-10-04 07:09:16,2023-01-18 19:35:07,107
7842,0,0,0,0,0,33,2022-10-24 19:33:34,2023-01-04 10:26:55,72
7842,963,0,0,0,0,2,2023-01-03 19:12:21,2023-01-03 19:12:26,1
7842,2285,0,0,0,1,6,2022-10-24 19:35:35,2023-01-03 21:09:04,72
7842,2307,0,0,0,0,2,2022-10-24 19:35:14,2023-01-03 19:12:31,71
7842,2308,0,0,0,0,3,2022-10-24 19:35:06,2023-01-03 19:12:39,71
7842,2783,0,0,0,0,3,2022-10-24 19:34:22,2023-01-03 19:12:41,71
7842,3017,13,0,2,0,25,2022-10-24 19:34:28,2023-01-04 10:25:13,72
7863,0,0,0,0,0,77,2022-09-07 07:07:52,2023-01-24 22:12:17,140
7863,1,0,0,0,20,22,2022-09-07 07:08:42,2023-01-24 22:15:51,140
7863,1445,0,0,0,0,7,2022-11-08 18:06:04,2023-01-09 20:49:29,63
7863,3072,3,0,46,0,75,2022-09-23 15:41:43,2023-01-24 22:14:13,124
7863,3073,0,0,0,0,2,2022-09-21 14:07:53,2022-09-23 15:41:59,3
7863,3074,0,0,52,0,71,2022-10-18 13:15:49,2023-01-24 22:15:04,99
7863,3075,0,0,0,0,1,2022-09-12 16:46:08,2022-09-12 16:46:08,1
7863,3076,0,0,0,0,1,2023-01-09 20:50:16,2023-01-09 20:50:16,1
7914,0,0,0,0,0,83,2022-09-26 12:52:24,2023-01-13 15:51:05,110
7914,1,0,0,0,0,3,2022-09-26 12:53:22,2022-11-04 09:28:54,39
7914,2497,0,0,0,1,8,2022-10-24 09:25:56,2023-01-05 09:10:31,73
7914,2499,0,0,0,0,2,2022-11-04 09:29:08,2022-11-04 09:29:08,1
7914,2721,0,0,0,0,3,2022-10-24 09:25:41,2022-10-24 09:26:20,1
7914,2722,21,0,26,0,86,2022-09-27 16:50:04,2023-01-11 11:04:02,106
7914,2724,1,0,0,0,2,2022-09-26 12:53:38,2022-09-26 12:54:20,1
7914,2725,0,0,5,1,12,2022-11-04 09:28:26,2023-01-13 15:50:27,71
7914,2726,0,0,0,0,3,2022-10-24 09:25:23,2023-01-10 10:52:53,79
7914,2727,0,0,2,0,6,2022-10-24 09:24:15,2022-11-04 09:28:20,12
7918,0,0,0,0,0,15,2022-10-04 13:05:00,2023-01-06 11:51:17,94
7918,679,5,0,0,0,18,2022-11-12 06:53:32,2023-01-06 12:38:53,56
7918,824,2,0,6,0,17,2022-11-12 07:45:19,2023-01-06 09:45:47,56
7918,946,6,0,0,0,17,2022-10-04 13:05:12,2023-01-05 17:36:00,94
7918,2307,1,0,8,0,14,2022-11-12 07:39:11,2022-11-12 12:04:26,1
7924,0,0,0,0,0,37,2022-09-15 12:59:35,2022-10-30 19:18:06,46
7924,1334,1,0,0,0,4,2022-09-19 08:44:22,2022-10-05 16:11:37,17
7924,1979,1,0,0,0,15,2022-09-25 14:33:02,2022-10-30 19:21:17,36
7924,1980,14,0,0,0,17,2022-10-05 16:19:47,2022-10-30 19:20:40,26
7924,1982,0,0,0,0,1,2022-10-05 16:47:39,2022-10-05 16:47:39,1
7924,1984,7,0,0,0,35,2022-09-19 08:36:45,2022-10-30 19:18:58,42
7924,1987,0,0,0,0,1,2022-10-05 16:22:34,2022-10-05 16:22:34,1
7924,1988,1,0,0,0,9,2022-10-05 16:06:55,2022-10-30 19:21:57,26
7924,1990,0,0,0,0,3,2022-10-05 16:45:32,2022-10-30 19:22:06,26
7924,1991,2,0,0,0,5,2022-10-05 16:11:42,2022-10-30 19:20:05,26
7924,3090,6,0,0,0,11,2022-09-23 14:26:24,2022-10-10 15:40:18,18
7949,0,0,0,0,0,41,2022-09-19 15:04:59,2023-01-24 10:50:35,127
7949,815,20,0,0,0,57,2022-10-12 17:51:22,2023-01-24 10:50:50,104
7949,944,0,0,0,0,9,2022-10-12 17:51:32,2022-12-18 10:11:53,67
7949,1163,0,0,0,0,16,2022-10-12 17:51:00,2023-01-12 16:46:33,92
7949,2307,2,0,6,0,23,2022-10-12 17:51:17,2023-01-12 16:46:37,92
7949,2775,0,0,0,0,11,2022-10-12 17:51:14,2022-12-18 10:12:10,67
7949,3017,11,0,0,0,24,2022-10-12 17:50:45,2023-01-12 16:46:27,92
7951,0,0,0,0,0,21,2022-12-13 14:39:42,2023-01-12 17:48:27,31
7951,1,0,0,0,0,1,2023-01-12 15:42:33,2023-01-12 15:42:33,1
7951,1237,0,0,0,0,3,2022-12-13 14:40:29,2023-01-11 19:53:42,30
7951,1238,0,0,0,1,5,2022-12-13 14:40:27,2023-01-12 15:44:24,31
7951,3113,0,0,0,0,5,2022-12-13 14:40:16,2023-01-12 15:44:23,31
